Instrument,Category,Ticker,Type,Volume,Open Price,Open Time (UTC),Close Price,Close Time (UTC),Product,Profit/Loss,Gross Profit,Purchase Value,Sale Value,Stop Loss,Take Profit,Commission,Margin,Swap,Rollover,Open Conversion Rate,Close Conversion Rate,Close Origin,Position ID,Comment
Pfizer,STOCK,PFE.US,BUY,1,24.6,2025-10-14 15:47:59,25,2025-12-30 14:31:45,My Trades,-6.39,-6.39,518.74,512.35,,,0,,,,21.087,20.494,xStation5,2087960758,
Profit/loss,,,,,,,,,,-6.39,-6.39,,,,,,,,,,,,,
