Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|08/01/2024|Vente|150000,00|34||CHE|0360|DE LA LIE|1480|MESSIMY SUR SAONE|01|243||A|1972||||||||||||0|1|Maison||81|1|S||549
|||||||000001|09/01/2024|Vente|109000,00|6||RUE|0390|DE LA GARE|1800|MEXIMIEUX|01|244||G|1995||1|67,27|||||||||1|2|Appartement||67|3|||
|||||||000001|09/01/2024|Vente|109000,00|6||RUE|0381|DE FRANCHE COMTE|1800|MEXIMIEUX|01|244||G|1995||6||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|109000,00|6||RUE|0390|DE LA GARE|1800|MEXIMIEUX|01|244||G|1995||10||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|115000,00|731||RUE|0162|DE LA LIBERATION|1140|SAINT-DIDIER-SUR-CHALARONNE|01|348||AO|93||||||||||||0|1|Maison||107|3|S||173
|||||||000001|05/01/2024|Vente|210000,00|2|||B013|CHAPELAND|1290|CORMORANCHE-SUR-SAONE|01|123||AB|511||||||||||||0|1|Maison||87|4|S||236
|||||||000001|15/01/2024|Vente|650000,00|51||CHE|0230|DU VEZELY|1630|SERGY|01|401||C|1381||||||||||||0|1|Maison||115|5|S||1261
|||||||000001|08/01/2024|Vente|905,00||||B076|LES RIPPES|1270|VERJON|01|432||ZB|19||||||||||||0||||||T||12065
|||||||000001|11/01/2024|Vente|134699,50||||B119|AU VOTAY|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|105||||||||||||0||||||T||7846
|||||||000001|11/01/2024|Vente|134699,50||||B119|AU VOTAY|1370|SAINT-ETIENNE-DU-BOIS|01|350||C|106||||||||||||0||||||P||2635
|||||||000001|12/01/2024|Vente|190000,00|70||IMP|0452|DE MONTAPLAN|1370|SAINT-ETIENNE-DU-BOIS|01|350||E|1376||||||||||||0|1|Maison||105|5|S||1176
|||||||000001|12/01/2024|Vente|190000,00||||B078|MONTAPLAN|1370|SAINT-ETIENNE-DU-BOIS|01|350||E|1377||||||||||||0||||||P||124
|||||||000002|11/01/2024|Vente|1,00||||B012|BOIS DE TRUCHET|1270|SALAVRE|01|391||A|369||||||||||||0||||||BS||3506
|||||||000001|08/01/2024|Vente|1220,00||||B058|LES COMBETTES|1270|SALAVRE|01|391||B|528||||||||||||0||||||BT||1313
|||||||000001|08/01/2024|Vente|1220,00||||B058|LES COMBETTES|1270|SALAVRE|01|391||B|530||||||||||||0||||||BT||177
|||||||000001|08/01/2024|Vente|1220,00||||B104|LE MONT RION|1270|SALAVRE|01|391||B|610||||||||||||0||||||BT||650
|||||||000001|08/01/2024|Vente|1220,00||||B044|LE CHOSSET|1270|SALAVRE|01|391||C|779||||||||||||0||||||BT||2990
|||||||000001|08/01/2024|Vente|1220,00||||B078|LES FONTANETTES|1270|SALAVRE|01|391||D|645||||||||||||0||||||BT||600
|||||||000001|08/01/2024|Vente|1220,00||||B177|AUX VIGNETTES|1270|SALAVRE|01|391||ZC|355||||||||||||0||||||BT||1725
|||||||000001|08/01/2024|Vente|1220,00||||B177|AUX VIGNETTES|1270|SALAVRE|01|391||ZC|357||||||||||||0||||||BT||1725
|||||||000001|08/01/2024|Vente|134000,00||||B092|RONGER|1800|SAINT-MAURICE-DE-GOURDANS|01|378||E|1811||||||||||||0||||||AB||410
|||||||000001|09/01/2024|Vente|125000,00|403||RUE|0475|DE LA VILLE|1160|NEUVILLE-SUR-AIN|01|273||C|1492||||||||||||0|1|Maison||120|3|S||1871
|||||||000001|09/01/2024|Vente|125000,00|403||RUE|0475|DE LA VILLE|1160|NEUVILLE-SUR-AIN|01|273||C|1492||||||||||||0|3|Dépendance||0|0|S||1871
|||||||000001|09/01/2024|Vente|183000,00|30||RUE|0235|DE LA LISETTE|1150|LAGNIEU|01|202||E|1506||118||98||||||||2|2|Appartement||111|6|||
|||||||000001|09/01/2024|Vente|183000,00|30||RUE|0235|DE LA LISETTE|1150|LAGNIEU|01|202||E|1506||118||98||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|183000,00|30||RUE|0235|DE LA LISETTE|1150|LAGNIEU|01|202||E|1506||160||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|183000,00|30||RUE|0235|DE LA LISETTE|1150|LAGNIEU|01|202||E|1506||118||98||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|115000,00|64||RUE|0170|DE MEYRIN|1210|FERNEY-VOLTAIRE|01|160||AE|352||814||834||854||||||3|2|Appartement||31|1|||
|||||||000001|12/01/2024|Vente|95000,00||||B034|AU SIMOND|1090|GUEREINS|01|183||A|1116||||||||||||0||||||AB||400
|||||||000001|09/01/2024|Vente|25000,00|64||CHE|0060|DE DESSOUS LES MURS|1170|CESSY|01|71||AT|108||47||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|250000,00|424||RUE|0292|JOSEPH GUINET|1120|LA BOISSE|01|49||AC|143||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|250000,00|424||RUE|0292|JOSEPH GUINET|1120|LA BOISSE|01|49||AC|143||69|76,45|||||||||1|2|Appartement||77|3|||
|||||||000001|02/01/2024|Vente|130000,00|177|T|PL|0300|DE LA CROIX BLANCHE|1390|SAINT-ANDRE-DE-CORCY|01|333||AN|269||||||||||||0|3|Dépendance||0|0|S||264
|||||||000001|02/01/2024|Vente|130000,00|177||PL|0300|DE LA CROIX BLANCHE|1390|SAINT-ANDRE-DE-CORCY|01|333||AN|270||2|61,64|||||||||1|4|Local industriel. commercial ou assimilé||61|0|||
|||||||000001|10/01/2024|Vente|268000,00|202||ALL|0167|DE L AULNAIE|1340|ATTIGNAT|01|24||AD|16||||||||||||0|3|Dépendance||0|0|S||659
|||||||000001|10/01/2024|Vente|268000,00|202||ALL|0167|DE L AULNAIE|1340|ATTIGNAT|01|24||AD|16||||||||||||0|1|Maison||90|4|S||659
|||||||000001|09/01/2024|Vente|260000,00|15||AV|0010|DES ALPES|1210|FERNEY-VOLTAIRE|01|160||AM|518||131||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|260000,00|15||AV|0010|DES ALPES|1210|FERNEY-VOLTAIRE|01|160||AM|518||39||8||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|260000,00|15||AV|0010|DES ALPES|1210|FERNEY-VOLTAIRE|01|160||AM|518||39||8||||||||2|2|Appartement||84|4|||
|||||||000001|05/01/2024|Vente|288700,00|18||LOT|A250|LA FERME DU JANIVON|1800|VILLIEU-LOYES-MOLLON|01|450||B|1971||||||||||||0|1|Maison||92|5|S||357
|||||||000001|09/01/2024|Vente en l'état futur d'achèvement|615000,00||||B025|GRAND PRE|1630|ST-GENIS-POUILLY|01|354||AB|587||||||||||||0||||||AB||395
|||||||000001|09/01/2024|Vente|5000,00||||B053|FELANS|1800|MEXIMIEUX|01|244||D|423||||||||||||0||||||P||4337
|||||||000001|09/01/2024|Vente|5000,00||||B053|FELANS|1800|MEXIMIEUX|01|244||D|716||||||||||||0||||||P||3328
|||||||000001|09/01/2024|Vente|5000,00||||B053|FELANS|1800|MEXIMIEUX|01|244||D|716||||||||||||0||||||P||3328
|||||||000001|09/01/2024|Vente|361,00||||B062|NIOST|1800|SAINT-JEAN-DE-NIOST|01|361||B|524||||||||||||0||||||P||1202
|||||||000001|05/01/2024|Vente|15000,00|||RUE|0380|DE L HOTEL DE VILLE|1130|NANTUA|01|269||AB|570||||||||||||0||||||S||21
|||||||000001|05/01/2024|Vente|15000,00|6||RUE|0140|BORGNAT|1130|NANTUA|01|269||AB|571||||||||||||0|2|Appartement||30|1|S||41
|||||||000001|05/01/2024|Vente|15000,00|6||RUE|0140|BORGNAT|1130|NANTUA|01|269||AB|571||||||||||||0|2|Appartement||30|1|S||41
|||||||000001|05/01/2024|Vente|15000,00|6||RUE|0140|BORGNAT|1130|NANTUA|01|269||AB|571||||||||||||0|2|Appartement||30|1|S||41
|||||||000001|05/01/2024|Vente|15000,00|6||RUE|0140|BORGNAT|1130|NANTUA|01|269||AB|571||||||||||||0|3|Dépendance||0|0|S||41
|||||||000001|12/01/2024|Vente|110000,00|5270|||B006|GRAND FAUBOURG|1290|PONT-DE-VEYLE|01|306||A|1292||1||||||||||1|4|Local industriel. commercial ou assimilé||16|0|||
|||||||000001|12/01/2024|Vente|110000,00|5338|||B006|GRAND FAUBOURG|1290|PONT-DE-VEYLE|01|306||A|1294||1||||||||||1|4|Local industriel. commercial ou assimilé||58|0|||
|||||||000001|10/01/2024|Vente|295000,00|5393||CHE|0380|DU MAS PRESSIEU|1800|PEROUGES|01|290||A|2310||||||||||||0|1|Maison||93|4|S||664
|||||||000001|10/01/2024|Vente|295000,00|5393||CHE|0380|DU MAS PRESSIEU|1800|PEROUGES|01|290||A|2310||||||||||||0|3|Dépendance||0|0|S||664
|||||||000001|10/01/2024|Vente|295000,00|5393||CHE|0380|DU MAS PRESSIEU|1800|PEROUGES|01|290||A|2310||||||||||||0|3|Dépendance||0|0|AG||645
|||||||000001|10/01/2024|Vente|295000,00|5393||CHE|0380|DU MAS PRESSIEU|1800|PEROUGES|01|290||A|2310||||||||||||0|1|Maison||93|4|AG||645
|||||||000001|10/01/2024|Vente|295000,00||||B071|LIAUDON|1800|PEROUGES|01|290||A|2313||||||||||||0||||||AB||818
|||||||000001|08/01/2024|Vente|3000,00||||B002|L ABERUS|1800|SAINT-MAURICE-DE-GOURDANS|01|378||F|1088||||||||||||0||||||P||3810
|||||||000001|08/01/2024|Vente|3000,00||||B002|L ABERUS|1800|SAINT-MAURICE-DE-GOURDANS|01|378||F|1089||||||||||||0||||||L||22820
|||||||000002|04/01/2024|Vente|502270,00||||B030|AU SABLON|1600|MISERIEUX|01|250||ZE|210||||||||||||0||||||P||157
|||||||000002|04/01/2024|Vente|502270,00|23||IMP|0040|DES BLEUETS|1600|MISERIEUX|01|250||ZE|397||||||||||||0|3|Dépendance||0|0|||
|||||||000002|04/01/2024|Vente|502270,00|23||IMP|0040|DES BLEUETS|1600|MISERIEUX|01|250||ZE|397||||||||||||0|1|Maison||156|5|||
|||||||000002|04/01/2024|Vente|502270,00||||B030|AU SABLON|1600|MISERIEUX|01|250||ZE|399||||||||||||0||||||T||425
|||||||000001|09/01/2024|Vente|200,00||||B058|LA JOYEUSE|1560|MANTENAY-MONTLIN|01|230||ZD|114||||||||||||0||||||BS||1600
|||||||000001|05/01/2024|Vente|411500,00|6||CHE|0100|DES EVOUIS|1800|SAINT-ELOI|01|349||C|698||||||||||||0|3|Dépendance||0|0|J||1160
