VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,02/09/2018 01:31:29 PM,02/09/2018 01:38:05 PM,1,0.7,1,N,236,237,1,6,0,0.5,1.36,0,0.3,8.16
1,02/09/2018 01:39:59 PM,02/09/2018 01:49:21 PM,1,1.3,1,N,237,238,1,8,0,0.5,1.32,0,0.3,10.12
2,02/09/2018 01:15:23 PM,02/09/2018 01:30:05 PM,1,2.06,1,N,263,151,1,11.5,0,0.5,2,0,0.3,14.3
2,02/09/2018 01:31:52 PM,02/09/2018 01:36:29 PM,1,1.09,1,N,151,166,2,6,0,0.5,0,0,0.3,6.8
2,02/09/2018 01:41:14 PM,02/09/2018 01:52:14 PM,1,1.84,1,N,151,236,1,9.5,0,0.5,2.06,0,0.3,12.36
1,02/09/2018 01:03:23 PM,02/09/2018 01:42:01 PM,1,9.6,1,N,138,142,1,34,0,0.5,7,5.76,0.3,47.56
1,02/09/2018 01:53:35 PM,02/09/2018 01:53:53 PM,1,0,1,N,230,230,2,2.5,0,0.5,0,0,0.3,3.3
1,02/09/2018 01:05:04 PM,02/09/2018 01:09:43 PM,1,1.4,1,N,75,74,1,6,0,0.5,0,0,0.3,6.8
1,02/09/2018 01:50:41 PM,02/09/2018 02:02:46 PM,1,1.1,1,N,163,100,1,8.5,0,0.5,1.85,0,0.3,11.15
1,02/09/2018 01:13:25 PM,02/09/2018 01:53:30 PM,2,16.4,2,N,132,164,1,52,0,0.5,6,5.76,0.3,64.56
1,02/09/2018 01:58:33 PM,02/09/2018 02:05:59 PM,1,1.3,1,N,170,163,2,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:30:39 PM,02/09/2018 02:05:46 PM,1,12.9,1,N,138,261,1,40,0,0.5,4,5.76,0.3,50.56
1,02/09/2018 01:06:18 PM,02/09/2018 01:14:03 PM,1,1,1,N,48,161,1,6.5,0,0.5,1,0,0.3,8.3
1,02/09/2018 01:15:14 PM,02/09/2018 01:26:52 PM,0,1.6,1,N,161,236,2,9,0,0.5,0,0,0.3,9.8
1,02/09/2018 01:31:02 PM,02/09/2018 01:34:02 PM,0,0.7,1,N,236,236,1,4.5,0,0.5,1.05,0,0.3,6.35
1,02/09/2018 01:25:53 PM,02/09/2018 01:33:26 PM,1,1.1,1,N,100,48,1,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:44:05 PM,02/09/2018 01:48:26 PM,1,0.5,1,N,161,163,1,4.5,0,0.5,1.05,0,0.3,6.35
1,02/09/2018 01:50:54 PM,02/09/2018 01:59:10 PM,2,1.4,1,N,237,142,1,7.5,0,0.5,1.65,0,0.3,9.95
2,02/09/2018 01:00:51 PM,02/09/2018 01:10:58 PM,1,1.74,1,N,162,141,1,9,0,0.5,1.96,0,0.3,11.76
2,02/09/2018 01:16:04 PM,02/09/2018 01:21:30 PM,1,0.7,1,N,263,236,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:23:41 PM,02/09/2018 01:38:52 PM,1,2.12,1,N,43,162,1,11.5,0,0.5,0,0,0.3,12.3
2,02/09/2018 01:45:16 PM,02/09/2018 01:57:41 PM,1,1.61,1,N,170,229,2,9.5,0,0.5,0,0,0.3,10.3
1,02/09/2018 01:06:28 PM,02/09/2018 01:20:35 PM,1,2.3,1,N,125,261,1,11.5,0,0.5,1.2,0,0.3,13.5
1,02/09/2018 01:29:04 PM,02/09/2018 01:33:15 PM,1,0.4,1,N,231,211,1,4.5,0,0.5,1.05,0,0.3,6.35
1,02/09/2018 01:38:46 PM,02/09/2018 01:50:45 PM,1,0.7,1,N,125,114,1,8.5,0,0.5,1.5,0,0.3,10.8
1,02/09/2018 01:52:22 PM,02/09/2018 01:55:48 PM,1,0.5,1,N,113,79,1,4.5,0,0.5,1.05,0,0.3,6.35
2,02/09/2018 01:56:30 PM,02/09/2018 02:34:55 PM,1,15.41,1,N,138,209,1,45,0,0.5,10.31,5.76,0.3,61.87
1,02/09/2018 01:02:49 PM,02/09/2018 01:18:47 PM,1,2.2,1,N,236,233,1,12,0,0.5,3,0,0.3,15.8
1,02/09/2018 01:29:37 PM,02/09/2018 01:35:21 PM,1,0.6,1,N,170,170,1,5.5,0,0.5,1,0,0.3,7.3
1,02/09/2018 01:36:10 PM,02/09/2018 01:41:07 PM,1,0.6,1,N,170,162,1,5,0,0.5,1.7,0,0.3,7.5
1,02/09/2018 01:48:44 PM,02/09/2018 02:04:49 PM,1,1.1,1,N,161,186,2,10.5,0,0.5,0,0,0.3,11.3
1,02/09/2018 01:20:19 PM,02/09/2018 01:24:05 PM,1,0.7,1,N,246,68,1,4.5,0,0.5,1.05,0,0.3,6.35
1,02/09/2018 01:31:40 PM,02/09/2018 01:36:50 PM,2,1.1,1,N,48,142,1,6,0,0.5,1.35,0,0.3,8.15
1,02/09/2018 01:48:40 PM,02/09/2018 01:54:06 PM,2,0.8,1,N,238,151,2,6,0,0.5,0,0,0.3,6.8
1,02/09/2018 01:04:55 PM,02/09/2018 01:10:18 PM,1,1,1,N,236,239,1,6,0,0.5,1.35,0,0.3,8.15
1,02/09/2018 01:11:55 PM,02/09/2018 01:17:21 PM,1,0.7,1,N,239,239,1,5.5,0,0.5,1.55,0,0.3,7.85
1,02/09/2018 01:32:40 PM,02/09/2018 01:50:27 PM,1,1.3,1,N,230,90,1,11.5,0,0.5,2.45,0,0.3,14.75
1,02/09/2018 01:53:47 PM,02/09/2018 02:05:06 PM,1,1.2,1,N,90,170,1,8.5,0,0.5,1.85,0,0.3,11.15
1,02/09/2018 01:00:00 PM,02/09/2018 01:14:06 PM,1,5,1,N,231,224,1,17.5,0,0.5,3.65,0,0.3,21.95
1,02/09/2018 01:38:47 PM,02/09/2018 01:49:51 PM,0,1.5,1,N,68,246,1,9,0,0.5,2.45,0,0.3,12.25
1,02/09/2018 01:53:13 PM,02/09/2018 01:57:57 PM,1,0.8,1,N,50,48,2,5.5,0,0.5,0,0,0.3,6.3
1,02/09/2018 01:03:48 PM,02/09/2018 01:16:55 PM,1,1.6,1,N,79,234,1,10.5,0,0.5,1,0,0.3,12.3
1,02/09/2018 01:40:55 PM,02/09/2018 01:51:09 PM,1,1.5,1,N,264,163,2,9,0,0.5,0,0,0.3,9.8
1,02/09/2018 01:57:19 PM,02/09/2018 02:05:32 PM,1,1.4,1,N,264,236,1,7.5,0,0.5,1.65,0,0.3,9.95
2,02/09/2018 01:16:17 PM,02/09/2018 01:49:50 PM,1,18.76,1,N,132,51,1,50,0,0.5,11.31,5.76,0.3,67.87
2,02/09/2018 01:03:37 PM,02/09/2018 02:02:30 PM,1,22.82,2,N,132,261,1,52,0,0.5,10,5.76,0.3,68.56
2,02/09/2018 01:54:52 PM,02/09/2018 02:26:24 PM,1,6.84,1,N,68,52,1,25.5,0,0.5,6.41,5.76,0.3,38.47
1,02/09/2018 01:29:58 PM,02/09/2018 01:36:18 PM,1,0.8,1,N,107,170,2,6,0,0.5,0,0,0.3,6.8
1,02/09/2018 01:38:01 PM,02/09/2018 01:44:02 PM,1,0.6,1,N,170,161,1,5.5,0,0.5,2,0,0.3,8.3
1,02/09/2018 01:48:55 PM,02/09/2018 02:01:49 PM,1,1.6,1,N,161,233,1,9.5,0,0.5,2.05,0,0.3,12.35
2,02/09/2018 01:25:31 PM,02/09/2018 01:51:54 PM,1,5.11,1,N,148,40,1,21.5,0,0.5,4.46,0,0.3,26.76
1,02/09/2018 01:35:12 PM,02/09/2018 02:14:44 PM,1,10.8,1,N,138,65,2,35,0,0.5,0,0,0.3,35.8
2,02/09/2018 01:44:38 PM,02/09/2018 02:05:23 PM,1,2.39,1,N,4,231,1,14,0,0.5,2.96,0,0.3,17.76
1,02/09/2018 01:27:30 PM,02/09/2018 01:31:34 PM,1,0.2,1,N,186,68,2,4.5,0,0.5,0,0,0.3,5.3
1,02/09/2018 01:39:57 PM,02/09/2018 01:48:45 PM,1,1.2,1,N,246,163,1,7.5,0,0.5,1.65,0,0.3,9.95
1,02/09/2018 01:54:48 PM,02/09/2018 02:09:04 PM,1,2.5,1,N,48,158,1,11.5,0,0.5,3.65,0,0.3,15.95
1,02/09/2018 01:10:27 PM,02/09/2018 01:21:28 PM,1,1.4,1,N,142,161,2,9,0,0.5,0,0,0.3,9.8
1,02/09/2018 01:25:31 PM,02/09/2018 01:32:20 PM,1,1.1,1,N,163,237,1,6.5,0,0.5,1,0,0.3,8.3
1,02/09/2018 01:42:25 PM,02/09/2018 01:57:35 PM,1,1.8,1,N,161,246,1,11,0,0.5,1,0,0.3,12.8
2,02/09/2018 01:52:41 PM,02/09/2018 02:24:12 PM,3,13.08,1,N,138,261,1,38,0,0.5,5,5.76,0.3,49.56
2,02/09/2018 01:07:41 PM,02/09/2018 01:25:10 PM,1,3.43,1,N,234,13,2,15,0,0.5,0,0,0.3,15.8
2,02/09/2018 01:39:06 PM,02/09/2018 02:05:05 PM,1,4.05,1,N,231,162,1,19,0,0.5,3.96,0,0.3,23.76
1,02/09/2018 01:20:36 PM,02/09/2018 01:51:16 PM,1,9.6,1,N,234,138,1,31.5,0,0.5,7.6,5.76,0.3,45.66
2,02/09/2018 01:22:03 PM,02/09/2018 01:26:19 PM,1,1.04,1,N,236,239,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/09/2018 01:59:49 PM,02/09/2018 02:10:36 PM,1,1.43,1,N,142,48,2,8.5,0,0.5,0,0,0.3,9.3
2,02/09/2018 01:52:51 PM,02/09/2018 02:31:07 PM,1,16.29,1,N,138,13,1,46.5,0,0.5,7.96,5.76,0.3,61.02
2,02/09/2018 01:35:44 PM,02/09/2018 01:48:34 PM,6,1.36,1,N,90,114,1,9.5,0,0.5,2.58,0,0.3,12.88
2,02/09/2018 01:57:36 PM,02/09/2018 02:24:37 PM,6,2.13,1,N,211,186,1,17,0,0.5,0,0,0.3,17.8
2,02/09/2018 01:18:42 PM,02/09/2018 01:30:32 PM,1,1.11,1,N,107,233,1,9,0,0.5,1.96,0,0.3,11.76
2,02/09/2018 01:37:25 PM,02/09/2018 02:12:12 PM,1,9.84,1,N,170,127,1,31.5,0,0.5,0,0,0.3,32.3
2,02/09/2018 01:30:05 PM,02/09/2018 01:52:20 PM,1,1.92,1,N,90,161,1,14.5,0,0.5,2.3,0,0.3,17.6
2,02/09/2018 01:08:30 PM,02/09/2018 01:13:38 PM,1,0.63,1,N,164,170,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:15:26 PM,02/09/2018 01:22:14 PM,1,0.84,1,N,161,237,2,6.5,0,0.5,0,0,0.3,7.3
2,02/09/2018 01:23:24 PM,02/09/2018 01:27:36 PM,1,0.82,1,N,237,237,1,5,0,0.5,1,0,0.3,6.8
2,02/09/2018 01:32:19 PM,02/09/2018 01:37:08 PM,1,0.68,1,N,237,141,1,5.5,0,0.5,1.89,0,0.3,8.19
2,02/09/2018 01:47:50 PM,02/09/2018 01:59:42 PM,1,2.17,1,N,237,50,2,10,0,0.5,0,0,0.3,10.8
2,02/09/2018 01:06:13 PM,02/09/2018 01:18:47 PM,6,1.01,1,N,234,100,1,9,0,0.5,1.96,0,0.3,11.76
2,02/09/2018 01:21:03 PM,02/09/2018 01:24:30 PM,6,0.62,1,N,100,161,2,4.5,0,0.5,0,0,0.3,5.3
2,02/09/2018 01:27:03 PM,02/09/2018 01:39:46 PM,6,1.5,1,N,161,229,1,10,0,0.5,2.16,0,0.3,12.96
2,02/09/2018 01:41:01 PM,02/09/2018 01:46:00 PM,6,1.02,1,N,229,237,1,5.5,0,0.5,0.94,0,0.3,7.24
2,02/09/2018 01:50:41 PM,02/09/2018 02:04:06 PM,6,1.71,1,N,162,164,1,10.5,0,0.5,0,0,0.3,11.3
2,02/09/2018 01:04:20 PM,02/09/2018 01:24:52 PM,1,2.32,1,N,237,100,1,14,0,0.5,0,0,0.3,14.8
2,02/09/2018 01:27:00 PM,02/09/2018 01:34:21 PM,1,0.77,1,N,100,246,2,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:52:25 PM,02/09/2018 02:05:26 PM,1,1.64,1,N,68,163,1,10,0,0.5,1.5,0,0.3,12.3
2,02/09/2018 01:47:17 PM,02/09/2018 01:51:34 PM,1,0.73,1,N,239,238,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:58:20 PM,02/09/2018 02:06:42 PM,1,1.26,1,N,239,142,2,7,0,0.5,0,0,0.3,7.8
2,02/09/2018 01:23:31 PM,02/09/2018 01:38:06 PM,2,2.68,1,N,158,246,1,11.5,0,0.5,2.46,0,0.3,14.76
2,02/09/2018 01:45:03 PM,02/09/2018 01:50:07 PM,2,0.87,1,N,68,68,1,5.5,0,0.5,1.89,0,0.3,8.19
2,02/09/2018 01:56:17 PM,02/09/2018 02:08:51 PM,2,1.87,1,N,68,114,1,10.5,0,0.5,2.26,0,0.3,13.56
1,02/09/2018 01:52:49 PM,02/09/2018 02:25:42 PM,0,8,1,N,161,138,1,29,0,0.5,7.45,0,0.3,37.25
2,02/09/2018 01:18:40 PM,02/09/2018 01:28:20 PM,5,1.3,1,N,43,161,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:29:07 PM,02/09/2018 01:34:54 PM,5,0.6,1,N,161,164,1,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:36:17 PM,02/09/2018 01:42:09 PM,5,0.84,1,N,164,234,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/09/2018 01:55:09 PM,02/09/2018 02:12:31 PM,5,1.52,1,N,79,233,2,11.5,0,0.5,0,0,0.3,12.3
2,02/09/2018 01:54:57 PM,02/09/2018 02:05:06 PM,1,1.09,1,N,43,263,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:46:23 PM,02/09/2018 02:41:57 PM,1,21.95,2,N,132,161,2,52,0,0.5,0,5.76,0.3,58.56
2,02/09/2018 01:10:02 PM,02/09/2018 01:16:26 PM,3,1.06,1,N,141,263,1,6,0,0.5,1.36,0,0.3,8.16
2,02/09/2018 01:30:27 PM,02/09/2018 01:35:14 PM,4,0.57,1,N,140,237,2,5,0,0.5,0,0,0.3,5.8
2,02/09/2018 01:38:26 PM,02/09/2018 01:51:58 PM,2,2.26,1,N,162,236,1,11.5,0,0.5,2.46,0,0.3,14.76
2,02/09/2018 01:56:17 PM,02/09/2018 02:01:08 PM,3,0.89,1,N,263,236,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/09/2018 01:02:12 PM,02/09/2018 01:07:21 PM,1,0.84,1,N,161,170,1,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:15:32 PM,02/09/2018 01:37:54 PM,1,3.09,1,N,164,143,1,15,0,0.5,1,0,0.3,16.8
2,02/09/2018 01:47:49 PM,02/09/2018 02:03:55 PM,1,3.17,1,N,48,41,1,14,0,0.5,3.7,0,0.3,18.5
2,02/09/2018 01:17:16 PM,02/09/2018 01:28:14 PM,1,1.01,1,N,113,249,1,8.5,0,0.5,1,0,0.3,10.3
2,02/09/2018 01:30:34 PM,02/09/2018 01:49:16 PM,1,3.61,1,N,249,239,1,15,0,0.5,4.74,0,0.3,20.54
2,02/09/2018 01:09:39 PM,02/09/2018 01:13:34 PM,1,0.83,1,N,79,137,1,5,0,0.5,1,0,0.3,6.8
2,02/09/2018 01:19:28 PM,02/09/2018 01:29:04 PM,1,0.65,1,N,137,234,1,7,0,0.5,1.56,0,0.3,9.36
2,02/09/2018 01:34:15 PM,02/09/2018 01:49:14 PM,1,1.85,1,N,186,229,1,11,0,0.5,2.36,0,0.3,14.16
2,02/09/2018 01:53:47 PM,02/09/2018 02:18:43 PM,1,5.63,1,N,229,13,1,21.5,0,0.5,4.46,0,0.3,26.76
2,02/09/2018 01:13:28 PM,02/09/2018 01:41:03 PM,5,3.24,1,N,233,125,1,18.5,0,0.5,2,0,0.3,21.3
2,02/09/2018 01:43:06 PM,02/09/2018 01:53:45 PM,5,1.78,1,N,125,186,2,8.5,0,0.5,0,0,0.3,9.3
2,02/09/2018 01:54:07 PM,02/09/2018 02:10:17 PM,5,2.08,1,N,186,162,1,12,0,0.5,1.92,0,0.3,14.72
2,02/09/2018 01:32:21 PM,02/09/2018 02:04:12 PM,3,11.76,1,N,138,234,1,35.5,0,0.5,6.31,5.76,0.3,48.37
1,02/09/2018 01:08:17 PM,02/09/2018 01:26:54 PM,1,4.8,1,N,166,230,1,18,0,0.5,3.75,0,0.3,22.55
1,02/09/2018 01:29:03 PM,02/09/2018 01:30:22 PM,1,0.1,1,N,161,161,3,3,0,0.5,0,0,0.3,3.8
1,02/09/2018 01:34:48 PM,02/09/2018 01:45:02 PM,1,1.8,1,N,163,236,1,9.5,0,0.5,2.05,0,0.3,12.35
1,02/09/2018 01:59:08 PM,02/09/2018 02:04:18 PM,1,0.7,1,N,262,140,1,5.5,0,0.5,1.25,0,0.3,7.55
1,02/09/2018 01:07:08 PM,02/09/2018 01:15:18 PM,1,1.4,1,N,229,237,1,7.5,0,0.5,1.66,0,0.3,9.96
1,02/09/2018 01:21:31 PM,02/09/2018 01:32:01 PM,1,1.7,1,N,140,162,1,8.5,0,0.5,1.86,0,0.3,11.16
1,02/09/2018 01:38:01 PM,02/09/2018 01:52:48 PM,1,2.6,1,N,162,113,1,12,0,0.5,2.2,0,0.3,15
1,02/09/2018 01:54:10 PM,02/09/2018 02:12:27 PM,2,1.9,1,N,113,100,1,12.5,0,0.5,2,0,0.3,15.3
2,02/09/2018 01:18:32 PM,02/09/2018 01:38:43 PM,1,7.3,1,N,231,162,1,23,0,0.5,5.95,0,0.3,29.75
2,02/09/2018 01:43:41 PM,02/09/2018 01:55:58 PM,1,1.15,1,N,162,163,1,9,0,0.5,1.96,0,0.3,11.76
1,02/09/2018 01:28:34 PM,02/09/2018 01:45:54 PM,1,3,1,N,261,232,1,14,0,0.5,2,0,0.3,16.8
1,02/09/2018 01:06:23 PM,02/09/2018 01:14:35 PM,1,1.4,1,N,230,237,1,7.5,0,0.5,2.08,0,0.3,10.38
1,02/09/2018 01:21:13 PM,02/09/2018 01:44:20 PM,1,3.1,1,N,237,68,1,16,0,0.5,3.35,0,0.3,20.15
1,02/09/2018 01:46:43 PM,02/09/2018 01:48:06 PM,1,0.3,1,N,249,249,2,3,0,0.5,0,0,0.3,3.8
1,02/09/2018 01:57:47 PM,02/09/2018 02:06:32 PM,1,1.1,1,N,234,249,1,7.5,0,0.5,0,0,0.3,8.3
